0 15.343200182542205 281.53669694438577 170.04882626575417
2 140.32664545811713 455.81533340737224 180.79392325868830
2 467.05479896627367 285.42372118681669 232.29087417037226
0 324.98590881004930 478.70381851680577 53.915216446714481
0 498.89570311643183 491.81954283267260 8.7279704301152385
3 347.13387605734169 301.23859969899058 169.23532732166350
4 236.64991906844079 416.98428313247859 200.13257927699016
0 191.74983911216259 315.90738147497177 92.896922732517126
1 255.69827784784138 10.398120852187276 230.87507265685127
1 236.86714307405055 60.798965860158205 144.80366109716707
